slot_id,coverage,quantile_loss_kwh,point_pinball_same_tau_kwh,point_net_mae_kwh,policy,tau,lead_minutes
62,0.8203592814371258,27.137046139776764,36.91806770595245,73.92168123736296,PE,0.8,620
63,0.8143712574850299,27.29516925187919,38.96075787776791,73.6770486142577,PE,0.8,630
64,0.7904191616766467,28.035882310053033,42.39231945457072,78.47670009075654,PE,0.8,640
65,0.7694610778443114,29.56520604838221,45.18980431475701,81.89667542779138,PE,0.8,650
66,0.7514970059880239,30.439652095426517,46.727622872738635,81.66050191050797,PE,0.8,660
67,0.8293413173652695,29.139198141092873,48.935261381009184,82.95600419064777,PE,0.8,670
68,0.7904191616766467,29.08418613797356,51.483019197985286,85.49525053632983,PE,0.8,680
69,0.7934131736526946,29.41207808376324,53.838961886448175,88.40905561047916,PE,0.8,690
70,0.7964071856287425,28.865109914787986,54.769560821086706,89.35866444135165,PE,0.8,700
71,0.7784431137724551,29.89681903166769,55.45458242013649,90.25977053973838,PE,0.8,710
72,0.7724550898203593,30.884374564500096,54.859701216067,89.75064107934446,PE,0.8,720
73,0.7694610778443114,30.297503623504145,52.75816621475151,88.42346102928305,PE,0.8,730
74,0.7874251497005988,29.095537719923104,50.945954535578416,87.18280633858392,PE,0.8,740
75,0.7994011976047904,28.729290723866846,50.834591494997106,87.2812093148955,PE,0.8,750
76,0.7844311377245509,30.332731234166477,52.159917363348995,89.25630112065532,PE,0.8,760
77,0.7904191616766467,30.099165645591704,50.58684572117672,87.61180546208125,PE,0.8,770
78,0.8233532934131736,30.127400099512283,47.66444914574847,85.02324119922237,PE,0.8,780
79,0.7365269461077845,29.31091548702081,44.83743208380233,81.02006051452224,PE,0.8,790
80,0.7455089820359282,27.82800113489986,42.427601803810845,77.52800452146033,PE,0.8,800
81,0.7994011976047904,26.41545249807421,39.65381430088375,75.22033231565693,PE,0.8,810
82,0.8293413173652695,26.74780816649752,35.973767145372484,73.74920530316032,PE,0.8,820
83,0.8413173652694611,26.29649604303935,33.75072460959432,73.79755889978395,PE,0.8,830
84,0.8532934131736527,25.549565121325266,31.524952401374968,71.92688088926327,PE,0.8,840
85,0.7455089820359282,24.72703096464198,28.60497064428561,69.77311429077776,PE,0.8,850
86,0.7754491017964071,23.92428637828334,27.430976155399446,70.60546647507918,PE,0.8,860
87,0.7994011976047904,25.35329122702377,28.126998969402216,73.83290510650423,PE,0.8,870
88,0.7964071856287425,25.06537146397134,27.390382187289276,73.83170301982652,PE,0.8,880
89,0.8203592814371258,24.082583152660852,25.78768077924445,72.05788412680926,PE,0.8,890
90,0.8323353293413174,22.93025146188984,24.290484866450335,70.27442820286224,PE,0.8,900
91,0.7754491017964071,22.524478092127296,23.368357100456898,69.12697949560915,PE,0.8,910
92,0.7784431137724551,22.004987952209653,22.666543007999945,68.35950002144703,PE,0.8,920
93,0.7724550898203593,22.038355400260944,22.277257149964882,67.32177027884579,PE,0.8,930
94,0.7844311377245509,19.118082713908624,19.963988727075098,60.18193831341756,PE,0.8,940
95,0.7784431137724551,17.624942630751093,18.43282030357387,54.67016916460499,PE,0.8,950
96,0.7904191616766467,17.911193030747192,19.12752818478383,53.780350339392484,PE,0.8,960
97,0.9041916167664671,18.719594687579914,18.840852971598455,48.86869043057701,PE,0.8,970
98,0.8622754491017964,17.25495784551458,20.77350320145801,47.31533988809718,PE,0.8,980
99,0.8263473053892215,16.603108642218622,24.573230366818056,49.39135402337062,PE,0.8,990
100,0.7994011976047904,15.723218916209271,28.556825189425297,51.693869790561116,PE,0.8,1000
101,0.7305389221556886,15.696150120271692,34.052598009415036,56.21551476627066,PE,0.8,1010
102,0.6107784431137725,16.608555306216186,39.22088937676102,59.878627191529176,PE,0.8,1020
103,0.7994011976047904,15.369676453009443,43.222340033745546,62.772574809383734,PE,0.8,1030
104,0.7964071856287425,14.310687371512037,45.61915010711178,63.78386986933095,PE,0.8,1040
105,0.7664670658682635,14.8649550525851,48.26971911301624,66.08244730054297,PE,0.8,1050
106,0.7724550898203593,14.713501594875439,48.93823466276898,65.40285568312724,PE,0.8,1060
107,0.7874251497005988,14.746171236513122,44.8370040427648,59.4489761150882,PE,0.8,1070
108,0.8203592814371258,15.815586030035627,39.72073246805829,53.77338582800321,PE,0.8,1080
109,0.6856287425149701,13.855805249004824,37.19385495195229,50.05673378233622,PE,0.8,1090
110,0.7065868263473054,13.007622029226681,35.96132005102116,48.42165847331168,PE,0.8,1100
111,0.7365269461077845,14.166806167887136,34.89036754032453,48.516555378531464,PE,0.8,1110
112,0.8353293413173652,12.555929828217655,30.920679755892543,43.56766024147622,PE,0.8,1120
113,0.8473053892215568,13.050601458800362,26.783121610254437,39.088034321134586,PE,0.8,1130
114,0.874251497005988,13.17225686851384,22.82271580246373,35.5947536059015,PE,0.8,1140
115,0.7694610778443114,11.23513972624457,17.80055176199367,30.275912367299863,PE,0.8,1150
116,0.8083832335329342,11.062212611445997,15.796976991883199,29.5997528417568,PE,0.8,1160
117,0.7664670658682635,11.85817082169981,16.061138658205774,31.997495653006574,PE,0.8,1170
118,0.8233532934131736,10.90316895502954,13.600005259328356,27.799777498791833,PE,0.8,1180
119,0.8263473053892215,10.830336891497142,13.525904957765261,27.45883390757367,PE,0.8,1190
120,0.7634730538922155,11.833825462673108,15.319843385396979,30.643354474435633,PE,0.8,1200
121,0.781437125748503,11.298992577673676,14.964022252081413,29.71716887275943,PE,0.8,1210
122,0.7904191616766467,11.779010764550101,14.807913941462681,29.235787053861753,PE,0.8,1220
123,0.7694610778443114,13.513335730181678,17.28886578763061,33.98037546942811,PE,0.8,1230
124,0.7964071856287425,11.661485846969443,14.920099352437477,29.01358249050588,PE,0.8,1240
125,0.7844311377245509,11.059055967375771,14.798992788995319,28.545941058958988,PE,0.8,1250
126,0.7604790419161677,12.275860480909328,16.980959999682984,32.55475205208342,PE,0.8,1260
127,0.7994011976047904,12.406590047785608,16.670600255916288,31.356781687107794,PE,0.8,1270
128,0.7844311377245509,12.512598612758481,17.34643423379308,32.36149382454751,PE,0.8,1280
129,0.7664670658682635,11.76630337597603,17.262793434602596,31.864897909074507,PE,0.8,1290
130,0.7844311377245509,11.120655802977621,15.909828559196848,28.601797975435026,PE,0.8,1300
131,0.7934131736526946,11.930433676042474,15.269695621781567,29.08103523493948,PE,0.8,1310
132,0.8173652694610778,13.061411042913534,16.529310920690005,34.3922713986215,PE,0.8,1320
133,0.8383233532934131,12.149238602305108,15.529106525370086,32.0951720193636,PE,0.8,1330
134,0.8413173652694611,11.848124510910784,15.661657918984341,30.88292627115291,PE,0.8,1340
135,0.7694610778443114,13.2814447966242,18.59234899227062,35.001698712392034,PE,0.8,1350
136,0.7964071856287425,12.116345455411029,18.31138318602158,32.129889731429905,PE,0.8,1360
137,0.7664670658682635,11.693875942246347,20.009125672765283,33.26607634620086,PE,0.8,1370
138,0.7215568862275449,13.041885448365933,22.22496071872628,35.78444513092509,PE,0.8,1380
139,0.8353293413173652,11.46731052440987,21.460944795977063,32.61934294828752,PE,0.8,1390
140,0.8023952095808383,12.046079018817395,23.922219531824577,36.05626136966436,PE,0.8,1400
141,0.7724550898203593,12.508053627167275,25.918337545739266,38.74134287147614,PE,0.8,1410
142,0.7754491017964071,11.930889139566686,25.99237119340778,37.917579794670914,PE,0.8,1420
143,0.7754491017964071,12.118353185702457,26.6830652858093,38.657005175490056,PE,0.8,1430
144,0.7514970059880239,14.182010727983968,29.61508487752284,44.09426702743772,PE,0.8,1440
1,0.688622754491018,13.318150662849426,14.999290167584759,29.230653475560995,P_tau07,0.7,10
2,0.688622754491018,13.606070685493608,14.882125515626923,28.716248701971832,P_tau07,0.7,20
3,0.6976047904191617,14.540371227084101,16.334539399699054,31.661074596694142,P_tau07,0.7,30
4,0.6916167664670658,12.507694077229312,14.27657525512968,27.52683978194663,P_tau07,0.7,40
5,0.688622754491018,13.342127745472169,15.008833833823548,29.1749796011901,P_tau07,0.7,50
6,0.6946107784431138,14.967526664107904,16.77708523041851,32.902603966763834,P_tau07,0.7,60
7,0.6916167664670658,14.146263188811242,16.206744520148657,31.52192390790886,P_tau07,0.7,70
8,0.6796407185628742,13.859503037677252,15.910299955123305,30.77671836158438,P_tau07,0.7,80
9,0.6826347305389222,13.415284846598542,15.712218908532806,30.430259652142432,P_tau07,0.7,90
10,0.6976047904191617,13.506442914343,14.851496256319667,28.574174740500833,P_tau07,0.7,100
11,0.7125748502994012,13.180666832086676,15.085083356550717,28.93363632360449,P_tau07,0.7,110
12,0.7155688622754491,14.493573947740765,16.04301577817587,30.847922844384154,P_tau07,0.7,120
13,0.6616766467065869,13.465475172800165,16.133976088844737,30.988239068677554,P_tau07,0.7,130
14,0.688622754491018,13.39249553132133,15.775585833941054,30.35507825442778,P_tau07,0.7,140
15,0.6976047904191617,12.936996401902158,14.60068547519122,28.1531158898062,P_tau07,0.7,150
16,0.7065868263473054,12.348256579565005,13.786630939931225,26.52988235867045,P_tau07,0.7,160
17,0.6976047904191617,12.782016837480718,14.293972359933829,27.721500740600074,P_tau07,0.7,170
18,0.6826347305389222,14.160215539864879,15.624916425625528,30.69661913090391,P_tau07,0.7,180
19,0.6916167664670658,13.371506322336623,14.725883431166878,28.97753404383237,P_tau07,0.7,190
20,0.6856287425149701,12.673696213303346,14.313850344477245,28.170450596511053,P_tau07,0.7,200
21,0.6946107784431138,12.384017823449131,13.849818524015246,27.32504452570773,P_tau07,0.7,210
22,0.6916167664670658,12.739895534457892,13.911716121185378,27.534606617355465,P_tau07,0.7,220
23,0.7245508982035929,12.44757712990245,13.29946290253255,26.43942659680129,P_tau07,0.7,230
24,0.688622754491018,13.321448961570216,14.42880978935936,28.853758599623134,P_tau07,0.7,240
25,0.7305389221556886,13.10313072835871,13.70505888241545,27.545809461920253,P_tau07,0.7,250
26,0.7664670658682635,12.774217548054182,13.552988710766172,27.462972700941283,P_tau07,0.7,260
27,0.7275449101796407,13.83986898318899,14.724011557885145,29.8352275466459,P_tau07,0.7,270
28,0.7305389221556886,13.075332381138242,14.29573358666347,27.913894891879863,P_tau07,0.7,280
29,0.6796407185628742,13.008350301967694,15.879617904572457,28.955556825770064,P_tau07,0.7,290
30,0.5898203592814372,15.272923059449454,20.370544040451396,34.86850091928707,P_tau07,0.7,300
31,0.7844311377245509,16.711501725904416,22.977691926136323,37.56831540964797,P_tau07,0.7,310
32,0.7604790419161677,14.749583700033568,25.904736777245063,41.25891303161257,P_tau07,0.7,320
33,0.718562874251497,13.963488239641409,28.687040764447673,45.11207324437515,P_tau07,0.7,330
34,0.6916167664670658,13.927996743064448,29.951932064859975,46.592346502884574,P_tau07,0.7,340
35,0.6736526946107785,13.87936978279859,32.686584304842086,49.86575634356852,P_tau07,0.7,350
36,0.5958083832335329,17.390087575885904,36.60122662186625,55.16924182709795,P_tau07,0.7,360
37,0.6347305389221557,15.482453023287869,35.26906503556553,52.192771865997955,P_tau07,0.7,370
38,0.6287425149700598,13.744611563476186,35.37284710586718,52.92908851585117,P_tau07,0.7,380
39,0.6497005988023952,14.802208329070263,36.550780097807724,56.127125315300034,P_tau07,0.7,390
40,0.7065868263473054,14.181387656190692,33.657454756558366,52.15358666269947,P_tau07,0.7,400
41,0.7724550898203593,14.94820294140948,32.01763868140555,51.30447005246115,P_tau07,0.7,410
42,0.7964071856287425,16.95773825608399,30.331392025868734,51.14198587177965,P_tau07,0.7,420
43,0.5329341317365269,17.826404432579466,25.622079140201848,46.29519621132016,P_tau07,0.7,430
44,0.6317365269461078,16.816855480294187,22.025560137096893,43.45593053729243,P_tau07,0.7,440
45,0.6916167664670658,18.222289142173363,21.10011145782,45.467288263118114,P_tau07,0.7,450
46,0.7664670658682635,19.663194855568126,20.397385458255393,48.028131747259245,P_tau07,0.7,460
47,0.7754491017964071,20.32614857146583,19.85384703859082,48.510411490911615,P_tau07,0.7,470
48,0.7784431137724551,22.03855769771198,21.51932294287913,51.876321229869085,P_tau07,0.7,480
49,0.6676646706586826,21.975960019026633,22.244010763356997,55.41019641065326,P_tau07,0.7,490
50,0.6826347305389222,22.38075159633949,23.265580280092394,59.541758125200516,P_tau07,0.7,500
51,0.7005988023952096,23.506741288885287,25.260306295011823,64.60942524861804,P_tau07,0.7,510
52,0.7245508982035929,24.435588136325357,25.71928263833039,66.55937142028307,P_tau07,0.7,520
53,0.7215568862275449,25.214140017411818,26.62966998788335,68.37847711368646,P_tau07,0.7,530
54,0.6736526946107785,27.618130821379317,29.36037087348971,72.97554825342876,P_tau07,0.7,540
55,0.7395209580838323,28.245575307520696,28.86338113207472,71.61463605302139,P_tau07,0.7,550
56,0.7275449101796407,28.703999026857865,28.59730908438906,70.6552414015255,P_tau07,0.7,560
57,0.7275449101796407,29.59559863860486,29.812604006738574,71.9846471346439,P_tau07,0.7,570
58,0.7095808383233533,30.46201339714993,30.257783883741183,70.9683554568468,P_tau07,0.7,580
59,0.6916167664670658,32.66966521713053,32.74081436923414,73.27610677381071,P_tau07,0.7,590
60,0.6347305389221557,33.66691960772303,34.92517586186032,74.86867254157082,P_tau07,0.7,600
61,0.7574850299401198,34.01520659881562,35.90551819610023,74.62829794026199,P_tau07,0.7,610
62,0.7215568862275449,32.98344221557812,36.932325343528795,73.92168123736296,P_tau07,0.7,620
63,0.7155688622754491,33.04139926481978,38.253346687554895,73.6770486142577,P_tau07,0.7,630
64,0.6796407185628742,34.3774463857061,41.34099631817323,78.47670009075654,P_tau07,0.7,640
65,0.6497005988023952,36.073937522382025,43.775982114469905,81.89667542779138,P_tau07,0.7,650
66,0.6377245508982036,36.63963274044061,44.76183223357709,81.66050191050797,P_tau07,0.7,660
67,0.7425149700598802,35.35094149138973,46.449508285780745,82.95600419064777,P_tau07,0.7,670
68,0.7065868263473054,36.12172872929357,48.57122122137849,85.49525053632983,P_tau07,0.7,680
69,0.6856287425149701,36.627707691239756,50.62748385937865,88.40905561047916,P_tau07,0.7,690
70,0.6766467065868264,35.79455397781226,51.4061512876164,89.35866444135165,P_tau07,0.7,700
71,0.6856287425149701,37.154547661154,52.013016703380714,90.25977053973838,P_tau07,0.7,710
72,0.6946107784431138,37.84133669024508,51.5315743239354,89.75064107934446,P_tau07,0.7,720
73,0.7005988023952096,37.66171750551827,49.909354314714854,88.42346102928305,P_tau07,0.7,730
74,0.6796407185628742,36.832431905031335,48.49443741348293,87.18280633858392,P_tau07,0.7,740
75,0.6706586826347305,36.91482422512635,48.43659588248065,87.2812093148955,P_tau07,0.7,750
76,0.6796407185628742,37.92846906068004,49.64932842900855,89.25630112065532,P_tau07,0.7,760
77,0.6946107784431138,37.87970115348759,48.32653139113135,87.61180546208125,P_tau07,0.7,770
78,0.7395209580838323,37.230310648930065,45.946839630369375,85.02324119922237,P_tau07,0.7,780
79,0.6167664670658682,35.75184920440093,43.39496480828859,81.02006051452224,P_tau07,0.7,790
80,0.6497005988023952,34.25676430722002,41.20640195611728,77.52800452146033,P_tau07,0.7,800
81,0.6766467065868264,32.39389345630486,38.97259825319866,75.22033231565693,P_tau07,0.7,810
82,0.7395209580838323,32.423875280037734,36.2740456474417,73.74920530316032,P_tau07,0.7,820
83,0.7425149700598802,32.70350926013593,34.80007622302687,73.79755889978395,P_tau07,0.7,830
84,0.7724550898203593,31.81066413248226,33.00444841579385,71.92688088926327,P_tau07,0.7,840
85,0.6497005988023952,30.520770243408332,30.698832811320038,69.77311429077776,P_tau07,0.7,850
86,0.6796407185628742,29.558593854953337,30.054895182779493,70.60546647507918,P_tau07,0.7,860
87,0.6856287425149701,30.627105325830524,31.05681683068552,73.83290510650423,P_tau07,0.7,870
88,0.7275449101796407,30.11194159746427,30.56553862816394,73.83170301982652,P_tau07,0.7,880
89,0.7305389221556886,28.926701742716215,29.201434540631176,72.05788412680926,P_tau07,0.7,890
90,0.7455089820359282,27.883997635895813,27.9060612781106,70.27442820286224,P_tau07,0.7,900
91,0.6916167664670658,27.181384229802724,27.10006798290613,69.12697949560915,P_tau07,0.7,910
92,0.7215568862275449,26.542089558404193,26.50427867557447,68.35950002144703,P_tau07,0.7,920
93,0.7275449101796407,26.47243327908712,26.071799813117558,67.32177027884579,P_tau07,0.7,930
94,0.7095808383233533,23.121036104361785,23.33964887028633,60.18193831341756,P_tau07,0.7,940
95,0.6856287425149701,21.382353778035927,21.40024172981675,54.67016916460499,P_tau07,0.7,950
96,0.6586826347305389,21.51866017907193,21.715077179754637,53.780350339392484,P_tau07,0.7,960
97,0.8263473053892215,23.14985764885075,20.705350386161808,48.86869043057701,P_tau07,0.7,970
98,0.811377245508982,21.21299551540214,21.73489211565487,47.31533988809718,P_tau07,0.7,980
99,0.7574850299401198,20.600707142163415,24.614045915107145,49.39135402337062,P_tau07,0.7,990
100,0.6946107784431138,19.249945058800986,27.653528424710387,51.693869790561116,P_tau07,0.7,1000
101,0.5868263473053892,19.317945205935683,32.07098446732179,56.21551476627066,P_tau07,0.7,1010
102,0.5029940119760479,20.712438884035365,36.12703078309554,59.878627191529176,P_tau07,0.7,1020
103,0.7095808383233533,19.090201714123648,39.27698915739432,62.772574809383734,P_tau07,0.7,1030
104,0.7035928143712575,17.60157723727604,41.04341171629634,63.78386986933095,P_tau07,0.7,1040
105,0.6676646706586826,18.093523929921286,43.193553958767986,66.08244730054297,P_tau07,0.7,1050
106,0.6676646706586826,17.73187984726969,43.52596572236718,65.40285568312724,P_tau07,0.7,1060
107,0.6916167664670658,17.942656937311707,39.799498714357895,59.4489761150882,P_tau07,0.7,1070
108,0.7425149700598802,19.178194401387135,35.442719283372725,53.77338582800321,P_tau07,0.7,1080
109,0.5898203592814372,16.689682368462126,33.13869226502423,50.05673378233622,P_tau07,0.7,1090
110,0.6077844311377245,15.69393151678581,32.04448977956605,48.42165847331168,P_tau07,0.7,1100
111,0.6526946107784432,16.837094989276665,31.346337589971593,48.516555378531464,P_tau07,0.7,1110
112,0.7215568862275449,14.756107008289337,27.875063210841066,43.56766024147622,P_tau07,0.7,1120
113,0.7874251497005988,15.14928238032547,24.370086793692053,39.088034321134586,P_tau07,0.7,1130
114,0.8053892215568862,16.173046621804744,21.147602802626068,35.5947536059015,P_tau07,0.7,1140
115,0.6407185628742516,13.564617074083714,16.913019902545756,30.275912367299863,P_tau07,0.7,1150
116,0.688622754491018,13.29365344876901,15.464610134881598,29.5997528417568,P_tau07,0.7,1160
117,0.6856287425149701,14.443958675923916,16.040341714304944,31.997495653006574,P_tau07,0.7,1170
118,0.7335329341317365,13.086628401874407,13.699966422684211,27.799777498791833,P_tau07,0.7,1180
119,0.7335329341317365,12.952077833837908,13.593742289772452,27.45883390757367,P_tau07,0.7,1190
120,0.7005988023952096,14.241652438682895,15.320454669337257,30.643354474435633,P_tau07,0.7,1200
121,0.7005988023952096,13.306443233435317,14.928876313514182,29.71716887275943,P_tau07,0.7,1210
122,0.6976047904191617,13.707111103663225,14.744573803285414,29.235787053861753,P_tau07,0.7,1220
123,0.6856287425149701,15.613230181062201,17.189306436658423,33.98037546942811,P_tau07,0.7,1230
124,0.718562874251497,13.44893971812135,14.782329983375966,29.01358249050588,P_tau07,0.7,1240
125,0.7215568862275449,12.813571478492683,14.623652035823378,28.545941058958988,P_tau07,0.7,1250
126,0.6706586826347305,14.44144766930558,16.746432008469228,32.55475205208342,P_tau07,0.7,1260
127,0.7065868263473054,14.206463476641117,16.339863785128827,31.356781687107794,P_tau07,0.7,1270
128,0.6946107784431138,14.457746155213322,16.95787179328664,32.36149382454751,P_tau07,0.7,1280
129,0.6676646706586826,14.159083119567027,16.819345274580815,31.864897909074507,P_tau07,0.7,1290
130,0.6826347305389222,13.050937658489879,15.37351870203707,28.601797975435026,P_tau07,0.7,1300
131,0.7215568862275449,13.876688051833233,15.02663628701096,29.08103523493948,P_tau07,0.7,1310
132,0.718562874251497,15.456372933965431,16.75158584689692,34.3922713986215,P_tau07,0.7,1320
133,0.7544910179640718,14.951768907899238,15.701933020140658,32.0951720193636,P_tau07,0.7,1330
134,0.7514970059880239,14.520557407559371,15.58825965784838,30.88292627115291,P_tau07,0.7,1340
135,0.7125748502994012,16.370630459448837,18.22851578024575,35.001698712392034,P_tau07,0.7,1350
136,0.6946107784431138,14.480055294822705,17.56257041258604,32.129889731429905,P_tau07,0.7,1360
137,0.6377245508982036,14.426677794752127,18.883763172876996,33.26607634620086,P_tau07,0.7,1370
138,0.6197604790419161,15.751946638963325,20.780714667638367,35.78444513092509,P_tau07,0.7,1380
139,0.7335329341317365,13.936192933197026,19.743853688699293,32.61934294828752,P_tau07,0.7,1390
140,0.7335329341317365,14.352161061801812,21.95752324949378,36.05626136966436,P_tau07,0.7,1400
141,0.6946107784431138,15.213258409849024,23.73578217573887,38.74134287147614,P_tau07,0.7,1410
142,0.6766467065868264,14.479166926433505,23.64784409471701,37.917579794670914,P_tau07,0.7,1420
143,0.6646706586826348,14.863467826271421,24.23154438645454,38.657005175490056,P_tau07,0.7,1430
144,0.6646706586826348,16.987067213557715,27.09243442292151,44.09426702743772,P_tau07,0.7,1440
1,0.9011976047904192,7.137374158582059,15.38325359738902,29.230653475560995,P_tau09,0.9,10
2,0.8832335329341318,7.235234467460011,15.406126680267926,28.716248701971832,P_tau09,0.9,20
3,0.8562874251497006,7.605044067619708,16.83854150105104,31.661074596694142,P_tau09,0.9,30
4,0.9161676646706587,6.676151866403076,14.789730619286045,27.52683978194663,P_tau09,0.9,40
5,0.8862275449101796,7.346336282874755,15.430177867052048,29.1749796011901,P_tau09,0.9,50
6,0.8682634730538922,7.963680421724394,17.102868477455104,32.902603966763834,P_tau09,0.9,60
7,0.9011976047904192,7.715362054248362,16.652527086342882,31.52192390790886,P_tau09,0.9,70
8,0.8892215568862275,7.088659230529604,16.43224072945442,30.77671836158438,P_tau09,0.9,80
9,0.8772455089820359,7.068615034571693,16.209307990994393,30.430259652142432,P_tau09,0.9,90
10,0.874251497005988,7.177039732009324,15.415905142388919,28.574174740500833,P_tau09,0.9,100
11,0.8922155688622755,7.333092320253104,15.703348551299191,28.93363632360449,P_tau09,0.9,110
12,0.8772455089820359,7.84838060557293,16.66207013415967,30.847922844384154,P_tau09,0.9,120
13,0.8892215568862275,7.093313591766236,16.77383264335069,30.988239068677554,P_tau09,0.9,130
14,0.9011976047904192,7.359497179595403,16.37363254066822,30.35507825442778,P_tau09,0.9,140
15,0.8832335329341318,7.172623255311812,15.12481300547934,28.1531158898062,P_tau09,0.9,150
16,0.9041916167664671,6.84043472906214,14.308320700527224,26.52988235867045,P_tau09,0.9,160
17,0.9011976047904192,6.926588955287327,14.727194349567624,27.721500740600074,P_tau09,0.9,170
18,0.874251497005988,7.523322976786968,15.901523285799101,30.69661913090391,P_tau09,0.9,180
19,0.8622754491017964,6.906041350143943,14.96299984041757,28.97753404383237,P_tau09,0.9,190
20,0.8832335329341318,6.607412148570681,14.542475390698963,28.170450596511053,P_tau09,0.9,200
21,0.8922155688622755,6.6775807344988705,14.037114785176623,27.32504452570773,P_tau09,0.9,210
22,0.8862275449101796,6.993476518723542,14.056128933693023,27.534606617355465,P_tau09,0.9,220
23,0.8922155688622755,7.060138472220022,13.379212506664459,26.43942659680129,P_tau09,0.9,230
24,0.8802395209580839,7.309888793672453,14.430740278907155,28.853758599623134,P_tau09,0.9,240
25,0.9101796407185628,7.088025324157513,13.637213033870772,27.545809461920253,P_tau09,0.9,250
26,0.9221556886227545,6.787709637317919,13.374491071061703,27.462972700941283,P_tau09,0.9,260
27,0.8832335329341318,7.479010129208905,14.530409342447342,29.8352275466459,P_tau09,0.9,270
28,0.8982035928143712,7.047319763320356,14.63451972738701,27.913894891879863,P_tau09,0.9,280
29,0.874251497005988,6.935858615928479,17.281457396259885,28.955556825770064,P_tau09,0.9,290
30,0.8173652694610778,8.600184119745242,23.306837621259263,34.86850091928707,P_tau09,0.9,300
31,0.9221556886227545,9.128102735088051,27.17122614744866,37.56831540964797,P_tau09,0.9,310
32,0.9161676646706587,8.100686813307549,31.180017038683843,41.25891303161257,P_tau09,0.9,320
33,0.907185628742515,7.115684272317974,34.818044906707776,45.11207324437515,P_tau09,0.9,330
34,0.8952095808383234,7.0176432588138,36.607690878277666,46.592346502884574,P_tau09,0.9,340
35,0.8772455089820359,7.617148098162534,40.44029043789991,49.86575634356852,P_tau09,0.9,350
36,0.7964071856287425,9.685574286644465,45.61783233018354,55.16924182709795,P_tau09,0.9,360
37,0.8323353293413174,8.13065910244405,44.4417441381321,52.192771865997955,P_tau09,0.9,370
38,0.8712574850299402,6.91668270836222,44.28114995380877,52.92908851585117,P_tau09,0.9,380
39,0.8622754491017964,7.684794759390826,45.03799753796544,56.127125315300034,P_tau09,0.9,390
40,0.8802395209580839,7.326241086724627,41.238116181767,52.15358666269947,P_tau09,0.9,400
41,0.9251497005988024,7.668837869830921,38.38304233658053,51.30447005246115,P_tau09,0.9,410
42,0.9221556886227545,8.673110649272171,35.09179111584764,51.14198587177965,P_tau09,0.9,420
43,0.811377245508982,9.314866368387488,28.096560174743612,46.29519621132016,P_tau09,0.9,430
44,0.8802395209580839,8.923312100090829,22.32315500554757,43.45593053729243,P_tau09,0.9,440
45,0.8892215568862275,9.479536681075373,19.466578784080937,45.467288263118114,P_tau09,0.9,450
46,0.8982035928143712,9.784570134987788,16.780705042881163,48.028131747259245,P_tau09,0.9,460
47,0.9101796407185628,10.391401699964671,15.452488331725839,48.510411490911615,P_tau09,0.9,470
48,0.9011976047904192,11.922002517339289,17.10048527082371,51.876321229869085,P_tau09,0.9,480
49,0.8952095808383234,11.512153624501133,16.782923321387354,55.41019641065326,P_tau09,0.9,490
50,0.8892215568862275,12.097645319467079,16.760281497584526,59.541758125200516,P_tau09,0.9,500
51,0.9041916167664671,12.333645579906644,18.215899965714627,64.60942524861804,P_tau09,0.9,510
52,0.8862275449101796,13.269948265176234,18.158879566519246,66.55937142028307,P_tau09,0.9,520
53,0.8892215568862275,13.657339001778205,19.070101418923464,68.37847711368646,P_tau09,0.9,530
54,0.8473053892215568,13.590426653988334,22.232967620265036,72.97554825342876,P_tau09,0.9,540
55,0.9221556886227545,14.438639806696456,21.919444237638753,71.61463605302139,P_tau09,0.9,550
56,0.9191616766467066,14.973681152134825,21.866997468015363,70.6552414015255,P_tau09,0.9,560
57,0.9011976047904192,15.63289283165673,23.632884446155202,71.9846471346439,P_tau09,0.9,570
58,0.874251497005988,15.837246812293333,25.031390039058966,70.9683554568468,P_tau09,0.9,580
59,0.8473053892215568,17.433533879075124,28.84357535156291,73.27610677381071,P_tau09,0.9,590
60,0.8173652694610778,18.728639258239784,32.41601545293523,74.86867254157082,P_tau09,0.9,600
61,0.9041916167664671,17.3901900699295,34.49688742206948,74.62829794026199,P_tau09,0.9,610
62,0.8982035928143712,17.281198058041266,36.90381006837611,73.92168123736296,P_tau09,0.9,620
63,0.8862275449101796,17.855550669182183,39.668169067980934,73.6770486142577,P_tau09,0.9,630
64,0.8802395209580839,18.606598001586452,43.44364259096821,78.47670009075654,P_tau09,0.9,640
65,0.8652694610778443,19.223824658022703,46.60362651504412,81.89667542779138,P_tau09,0.9,650
66,0.8652694610778443,20.300527709323344,48.69341351190018,81.66050191050797,P_tau09,0.9,660
67,0.9161676646706587,19.252341483712687,51.421014476237616,82.95600419064777,P_tau09,0.9,670
68,0.9101796407185628,17.979161790654448,54.39481717459206,85.49525053632983,P_tau09,0.9,680
69,0.8682634730538922,18.131417096590287,57.050439913517714,88.40905561047916,P_tau09,0.9,690
70,0.8802395209580839,18.303531045846736,58.132970354556996,89.35866444135165,P_tau09,0.9,700
71,0.8802395209580839,18.69429088489727,58.89614813689225,90.25977053973838,P_tau09,0.9,710
72,0.8562874251497006,19.24860315871337,58.187828108198595,89.75064107934446,P_tau09,0.9,720
73,0.874251497005988,19.212535747111833,55.606978114788184,88.42346102928305,P_tau09,0.9,730
