policy,date,start,success,status,message,nit,nfev,initial_score_yuan,incumbent_score_yuan,final_score_yuan,selected_index
D56_risk625,2025-04-18,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,277,22307.45153467234,13536.481289580552,13536.481289580552,1
D56_risk625,2025-04-19,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,211,13720.324480911766,13153.499281330971,13153.499281330971,4
D56_risk625,2025-04-19,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,155,245,21289.333596351044,13146.281094207186,13146.281094207186,4
D56_risk625,2025-04-20,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,259,36611.988264630505,35788.498286527014,35788.498286527014,1
D56_risk625,2025-04-20,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,282,45558.970771604116,35825.775985208034,35825.775985208034,1
D56_risk625,2025-04-21,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,258,36861.57090760786,36062.606339171965,36062.606339171965,1
D56_risk625,2025-04-21,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,251,45341.900211065324,36100.09168413676,36100.09168413676,1
D56_risk625,2025-04-22,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,318,36319.84209037659,35421.82919229005,35421.82919229005,1
D56_risk625,2025-04-22,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,249,45699.20038255494,35456.25319143424,35456.25319143424,1
D56_risk625,2025-04-23,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,284,36730.87067924946,35818.42598417178,35818.42598417178,1
D56_risk625,2025-04-23,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,29,99,45868.49381119256,36549.17710448026,36549.17710448026,1
D56_risk625,2025-04-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,36045.27234033439,35168.309541665556,35168.309541665556,1
D56_risk625,2025-04-24,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,44404.08144993742,35200.609250890266,35200.609250890266,1
D56_risk625,2025-04-25,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,12957.032013961514,12416.723747098014,12416.723747098014,1
D56_risk625,2025-04-25,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,128,213,21287.32354026083,12416.735171599696,12416.735171599696,1
D56_risk625,2025-04-26,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,259,13158.737547489625,12625.36826009682,12625.36826009682,1
D56_risk625,2025-04-26,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,266,22099.057855809024,12626.841976839703,12626.841976839703,1
D56_risk625,2025-04-27,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,82,141,34075.12719033925,33190.25095405673,33190.25095405673,1
D56_risk625,2025-04-27,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160,300,44138.05815716607,33213.02648397074,33213.02648397074,1
D56_risk625,2025-04-28,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,154,229,34749.8956569067,34081.01246146523,34081.01246146523,1
D56_risk625,2025-04-28,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,283,44465.195814421815,34107.00264753752,34107.00264753752,1
D56_risk625,2025-04-29,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,87,164,35242.209617333705,34633.92300319474,34633.92300319474,1
D56_risk625,2025-04-29,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,44191.14593779624,34657.7053851351,34657.7053851351,1
D56_risk625,2025-04-30,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,220,35185.55535367399,34592.61061477868,34592.61061477868,1
D56_risk625,2025-04-30,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115,174,43787.57345223146,34619.29787741363,34619.29787741363,1
D56_risk625,2025-05-01,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,260,34826.49532628926,34170.331572084266,34170.331572084266,1
D56_risk625,2025-05-01,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,267,43760.84361594392,34191.410417458996,34191.410417458996,1
D56_risk625,2025-05-02,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,149,247,13701.107795409296,13232.708431155877,13232.708431155877,1
D56_risk625,2025-05-02,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,94,173,22414.041975293836,13234.506343755344,13234.506343755344,1
D56_risk625,2025-05-03,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,284,14370.965507678406,13866.567974297506,13866.567974297506,1
D56_risk625,2025-05-03,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,65,141,22958.5704478401,13881.159941155553,13881.159941155553,1
D56_risk625,2025-05-04,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,37126.23561344706,36539.82542708356,36539.82542708356,1
D56_risk625,2025-05-04,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,259,45073.03073226789,36559.96869064562,36559.96869064562,1
D56_risk625,2025-05-05,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,263,37585.560564596955,37015.13924663249,37015.13924663249,1
D56_risk625,2025-05-05,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,242,45446.78454255078,37039.03798652062,37039.03798652062,1
D56_risk625,2025-05-06,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161,270,37068.60935790117,36436.97080269839,36436.97080269839,1
D56_risk625,2025-05-06,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161,267,45387.967020399294,36469.287937540576,36469.287937540576,1
D56_risk625,2025-05-07,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,259,37604.51749760806,36921.11699860365,36921.11699860365,1
D56_risk625,2025-05-07,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,248,46361.446798385135,36957.42871936618,36957.42871936618,1
D56_risk625,2025-05-08,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,137,229,41166.36506740819,40466.07712761489,40466.07712761489,1
D56_risk625,2025-05-08,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,252,49252.76724607901,40499.48798126477,40499.48798126477,1
D56_risk625,2025-05-09,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,242,17085.30897686497,16782.85003120749,16782.85003120749,1
D56_risk625,2025-05-09,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76,131,23621.759983321077,16787.03097507203,16787.03097507203,1
D56_risk625,2025-05-10,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78,128,17249.62305516281,16912.60087714087,16912.60087714087,4
D56_risk625,2025-05-10,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,255,23794.57360264051,16910.362202642857,16910.362202642857,4
D56_risk625,2025-05-11,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,274,41129.11322596536,40308.80338134497,40308.80338134497,1
D56_risk625,2025-05-11,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,251,47061.20108085904,40331.44298172246,40331.44298172246,1
D56_risk625,2025-05-12,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,270,41489.46257643111,40631.377443403035,40631.377443403035,1
D56_risk625,2025-05-12,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,110,179,47401.345497612965,40658.92390066093,40658.92390066093,1
D56_risk625,2025-05-13,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,264,41180.61878143562,40331.30670500049,40331.30670500049,1
D56_risk625,2025-05-13,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143,244,47059.11170337556,40355.18778771992,40355.18778771992,1
D56_risk625,2025-05-14,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,267,41480.66361577115,40628.4470930347,40628.4470930347,1
D56_risk625,2025-05-14,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,152,258,47249.832076548824,40649.261469842524,40649.261469842524,1
D56_risk625,2025-05-15,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,56,115,40750.44186166605,39963.631047555275,39963.631047555275,1
D56_risk625,2025-05-15,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,118,181,46455.61278263023,39976.987357987615,39976.987357987615,1
D56_risk625,2025-05-16,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165,256,16161.804547404985,15844.825711369738,15844.825711369738,1
D56_risk625,2025-05-16,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,92,162,22767.042047716714,15846.199268432814,15846.199268432814,1
D56_risk625,2025-05-17,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,278,16637.64531713162,16292.05490318106,16292.05490318106,1
D56_risk625,2025-05-17,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80,133,22736.90262212364,16298.31238021053,16298.31238021053,1
D56_risk625,2025-05-18,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,101,165,40167.96477902624,39406.559924249836,39406.559924249836,1
D56_risk625,2025-05-18,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161,268,45587.31482247255,39422.76266370544,39422.76266370544,1
D56_risk625,2025-05-19,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68,134,39425.58723242363,38614.038732081746,38614.038732081746,1
D56_risk625,2025-05-19,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,104,193,45064.095999110454,38634.297455475564,38634.297455475564,1
D56_risk625,2025-05-20,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,81,147,39293.7126916258,38482.57181268459,38482.57181268459,1
D56_risk625,2025-05-20,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,294,44898.807954290205,38514.597667143214,38514.597667143214,1
D56_risk625,2025-05-21,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,141,244,39463.70457331163,38663.07282880352,38663.07282880352,1
D56_risk625,2025-05-21,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,143,246,44900.2271040717,38690.46896162572,38690.46896162572,1
D56_risk625,2025-05-22,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,105,191,38657.76697874594,37882.841437762545,37882.841437762545,1
D56_risk625,2025-05-22,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131,223,44195.07604634882,37900.93844925751,37900.93844925751,1
D56_risk625,2025-05-23,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,245,15917.642121983317,15600.564144648853,15600.564144648853,1
D56_risk625,2025-05-23,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161,292,22302.734765696852,15602.256921054794,15602.256921054794,1
D56_risk625,2025-05-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,271,16629.996970466666,16305.09504774171,16305.09504774171,1
D56_risk625,2025-05-24,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,282,22977.274186533858,16306.320693594454,16306.320693594454,1
D56_risk625,2025-05-25,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,48,102,38825.3821291055,38051.171103788794,38051.171103788794,1
D56_risk625,2025-05-25,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,152,278,44602.531075310355,38055.24540062074,38055.24540062074,1
D56_risk625,2025-05-26,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,118,203,38175.49030224179,37431.40443922241,37431.40443922241,1
D56_risk625,2025-05-26,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,249,44094.546160989885,37442.19619654085,37442.19619654085,1
D56_risk625,2025-05-27,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,154,39303.42751597281,38589.00626819638,38589.00626819638,1
D56_risk625,2025-05-27,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,177,311,45095.36492435036,38620.65021064497,38620.65021064497,1
D56_risk625,2025-05-28,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,286,38566.373218555236,37854.82591465444,37854.82591465444,1
D56_risk625,2025-05-28,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,255,44400.22295150729,37880.05206107627,37880.05206107627,1
D56_risk625,2025-05-29,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,281,38212.753109866346,37342.364187421335,37342.364187421335,1
D56_risk625,2025-05-29,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,276,44093.07744120301,37365.96667474375,37365.96667474375,1
D56_risk625,2025-05-30,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,113,231,15832.66046153675,15565.890477155597,15565.890477155597,4
D56_risk625,2025-05-30,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,156,253,21742.59183480917,15564.040912059825,15564.041303537979,4
D56_risk625,2025-05-31,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,264,16041.453419496713,15771.479966876015,15771.479966876015,1
D56_risk625,2025-05-31,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,79,137,22380.909195342338,15773.189916434028,15773.189916434028,1
D56_risk625,2025-06-01,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,315,39289.87365705726,38510.16574855335,38510.16574855335,1
D56_risk625,2025-06-01,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,270,45209.802564248144,38536.042610731995,38536.042610731995,1
D56_risk625,2025-06-02,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,280,42099.97748003205,41399.92626413557,41399.92626413557,1
D56_risk625,2025-06-02,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,49762.37581641865,41424.99922841685,41424.99922841685,1
D56_risk625,2025-06-03,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,262,44461.205116177676,43858.960757314686,43858.960757314686,1
D56_risk625,2025-06-03,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,237,52115.607924275515,43877.239648202354,43877.239648202354,1
D56_risk625,2025-06-04,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,250,45937.71808716291,45391.03784338347,45391.03784338347,1
D56_risk625,2025-06-04,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,222,53720.1065452966,45419.64730666731,45419.64730666731,1
D56_risk625,2025-06-05,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,47540.83867932337,46941.0011609643,46941.0011609643,1
D56_risk625,2025-06-05,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,245,55908.48226873922,46974.39853507971,46974.39853507971,1
D56_risk625,2025-06-06,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,230,18710.040099271846,18451.361451750217,18451.361451750217,4
D56_risk625,2025-06-06,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115,205,25043.656914212042,18336.838277499617,18336.838277499617,4
D56_risk625,2025-06-07,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,250,20237.999574015987,19979.016600657014,19979.016600657014,4
D56_risk625,2025-06-07,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,278,26219.510359521708,19879.608060542105,19879.608060542105,4
D56_risk625,2025-06-08,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,251,59496.07174039867,58433.84395100077,58433.84395100077,1
D56_risk625,2025-06-08,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,242,71546.71653563852,58465.86141051317,58465.86141051317,1
D56_risk625,2025-06-09,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,222,58385.867706885074,57292.806510853865,57292.806510853865,1
D56_risk625,2025-06-09,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76,127,64940.962908461064,57309.565530981774,57309.565530981774,1
D56_risk625,2025-06-10,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,221,58732.71524472094,57580.427889602935,57580.427889602935,1
D56_risk625,2025-06-10,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,230,65670.94602288735,57597.26818232893,57597.26818232893,1
D56_risk625,2025-06-11,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,240,58958.40446462611,57833.03042239362,57833.03042239362,1
D56_risk625,2025-06-11,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,240,66148.61517027483,57852.795077159084,57852.795077159084,1
D56_risk625,2025-06-12,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,246,59991.704915127244,58950.62897390009,58950.62897390009,1
D56_risk625,2025-06-12,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,231,67295.70710193236,58967.494091752036,58967.494091752036,1
D56_risk625,2025-06-13,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,266,27882.372157648424,27065.36506479813,27065.36506479813,1
D56_risk625,2025-06-13,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85,138,30781.072583392845,27067.360354766355,27067.360354766355,1
D56_risk625,2025-06-14,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131,215,27759.609721890753,27002.9708732768,27002.9708732768,4
D56_risk625,2025-06-14,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,276,30893.687855182205,27000.0470704779,27000.0470704779,4
D56_risk625,2025-06-15,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,239,59311.360322424705,58232.42289481869,58232.42289481869,1
D56_risk625,2025-06-15,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,232,66297.91047275241,58252.51895859916,58252.51895859916,1
D56_risk625,2025-06-16,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,83,142,59856.80060834295,58756.04717112499,58756.04717112499,1
D56_risk625,2025-06-16,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,66514.2560201589,58761.09921184563,58761.09921184563,1
D56_risk625,2025-06-17,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,239,59506.93666055791,58403.30779931641,58403.30779931641,1
D56_risk625,2025-06-17,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,234,66608.80704924728,58416.0921961622,58416.0921961622,1
D56_risk625,2025-06-18,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,238,60482.72748743818,59364.48562542217,59364.48562542217,1
D56_risk625,2025-06-18,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,227,68306.78469024344,59390.563538331706,59390.563538331706,1
D56_risk625,2025-06-19,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,137,220,59747.27830655422,58631.75842915321,58631.75842915321,1
D56_risk625,2025-06-19,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,232,66938.60712940322,58648.30252534921,58648.30252534921,1
D56_risk625,2025-06-20,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,164,273,27030.522967013254,26032.760016257955,26032.760016257955,4
D56_risk625,2025-06-20,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,134,225,29631.73434586414,26029.36266232737,26029.36266232737,4
D56_risk625,2025-06-21,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,274,26347.99424465476,25566.111700219793,25566.111700219793,4
D56_risk625,2025-06-21,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,80,137,29526.823490097366,25565.731321155283,25565.731321155283,4
D56_risk625,2025-06-22,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,241,57558.6677808483,56393.30988096291,56393.30988096291,1
D56_risk625,2025-06-22,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,64071.29401619281,56404.26997277935,56404.26997277935,1
D56_risk625,2025-06-23,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,57529.54332139459,56375.07761722049,56375.07761722049,1
D56_risk625,2025-06-23,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,235,64110.120633821665,56388.867123286174,56388.867123286174,1
D56_risk625,2025-06-24,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,250,56929.812262221174,55793.56892313812,55793.56892313812,1
D56_risk625,2025-06-24,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,261,63211.97042582091,55802.965883587276,55802.965883587276,1
D56_risk625,2025-06-25,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,237,56937.31874932338,55868.8790790205,55868.8790790205,1
D56_risk625,2025-06-25,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,140,209,63217.674663254955,55882.1243065668,55882.1243065668,1
D56_risk625,2025-06-26,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,120,200,57462.546497906835,56398.89080109834,56398.89080109834,1
D56_risk625,2025-06-26,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,252,63936.381288861856,56406.5407152297,56406.5407152297,1
D56_risk625,2025-06-27,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,263,24729.46903155405,23884.46107340484,23884.46107340484,4
D56_risk625,2025-06-27,1,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,166,281,27984.839949971334,23882.768171164807,23882.768171164807,4
D56_risk625,2025-06-28,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,244,24367.77202260374,23787.509978526396,23787.509978526396,4
D56_risk625,2025-06-28,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,255,28254.783130366806,23786.124640073864,23786.124640073864,4
D56_risk625,2025-06-29,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,238,56448.25967246253,55525.52839673426,55525.52839673426,1
D56_risk625,2025-06-29,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,277,62395.774614139445,55539.62279346704,55539.62279346704,1
D56_risk625,2025-06-30,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,251,57329.78110973485,56339.36348508071,56339.36348508071,1
D56_risk625,2025-06-30,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,256,63044.525142816405,56355.49969312565,56355.49969312565,1
D56_risk625,2025-07-01,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,261,57851.31457656181,56750.16626359672,56750.16626359672,1
D56_risk625,2025-07-01,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,268,63921.18535441694,56770.98601415622,56770.98601415622,1
D56_risk625,2025-07-02,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,252,57708.19926437741,56506.56151999233,56506.56151999233,1
D56_risk625,2025-07-02,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,68241.20391123668,56536.993363571804,56536.993363571804,1
D56_risk625,2025-07-03,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,248,57209.32623202556,55924.25143356293,55924.25143356293,1
D56_risk625,2025-07-03,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,231,66025.78726793641,55953.989449764435,55953.989449764435,1
D56_risk625,2025-07-04,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,227,24891.637794228474,23911.783323035936,23911.783323035936,1
D56_risk625,2025-07-04,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,263,29053.99424401297,23914.24067940742,23914.24067940742,1
D56_risk625,2025-07-05,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,247,25818.482323818447,24791.284227753957,24791.284227753957,4
D56_risk625,2025-07-05,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,252,30759.79326770836,24748.874252260022,24748.874252260022,4
D56_risk625,2025-07-06,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,150,253,55632.46005929479,53101.31438053871,53101.31438053871,1
D56_risk625,2025-07-06,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,283,62746.767857578714,53135.05076856784,53135.05076856784,1
D56_risk625,2025-07-07,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,166,255,56218.36371551517,53684.402169187204,53684.402169187204,1
D56_risk625,2025-07-07,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,243,63849.188681168125,53711.24302448503,53711.24302448503,1
D56_risk625,2025-07-08,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,66205.69299489798,64079.481866203816,64079.481866203816,1
D56_risk625,2025-07-08,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,260,76550.15833668255,64110.066643671,64110.066643671,1
D56_risk625,2025-07-09,0,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,254,64420.414875807706,62179.80272207541,62179.80272207541,1
D56_risk625,2025-07-09,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,284,69308.50599210653,62185.98795069088,62185.98795069088,1
D56_risk625,2025-07-10,0,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,158,243,65025.95471111489,62526.32322185384,62526.32322185384,1
D56_risk625,2025-07-10,1,False,1,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,180,259,69640.99859697952,62529.52863073031,62529.52863073031,1
