check,max_error,tolerance
D56_risk625.incumbent_trace,8.003553375601768e-11,1e-05
D56_risk625.initial_trace,7.275957614183426e-12,1e-05
D56_risk625.incumbent_trace,0.0,1e-05
D56_risk625.initial_trace,3.637978807091713e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.59383658785373e-12,1e-06
D56_risk625.point_initializer,1.0231815394945443e-12,1e-06
D56_risk625.risk_delta,1.3429257705865894e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.9184653865522705e-12,1e-06
D56_risk625.milp_state,1.8530954548623413e-11,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,1.446620601086579e-13,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,3.637978807091713e-11,1e-05
D56_risk625.emergency_fee,1.5552359400317073e-10,1e-05
D56_risk625.end_energy,9.049472282640636e-11,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,7.275957614183426e-12,1e-05
D56_risk625.initial_trace,3.637978807091713e-11,1e-05
D56_risk625.incumbent_trace,7.275957614183426e-12,1e-05
D56_risk625.initial_trace,3.637978807091713e-12,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.0254023992456496e-12,1e-06
D56_risk625.point_initializer,1.3073986337985843e-12,1e-06
D56_risk625.risk_delta,1.5134560271690134e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.5347723092418164e-12,1e-06
D56_risk625.milp_state,9.094947017729282e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,3.1086244689504383e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,1.4551915228366852e-11,1e-05
D56_risk625.emergency_fee,1.6370904631912708e-10,1e-05
D56_risk625.end_energy,8.731149137020111e-11,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,7.275957614183426e-12,1e-05
D56_risk625.initial_trace,1.4551915228366852e-11,1e-05
D56_risk625.incumbent_trace,1.4551915228366852e-11,1e-05
D56_risk625.initial_trace,1.0913936421275139e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.252776074688882e-12,1e-06
D56_risk625.point_initializer,2.0463630789890885e-12,1e-06
D56_risk625.risk_delta,1.9468870959826745e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.6005864128819667e-12,1e-06
D56_risk625.milp_state,9.094947017729282e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,1.63202784619898e-14,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,8.003553375601768e-11,1e-05
D56_risk625.emergency_fee,8.604956747149117e-10,1e-05
D56_risk625.end_energy,2.3305801732931286e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,1.4551915228366852e-11,1e-05
D56_risk625.initial_trace,5.820766091346741e-11,1e-05
D56_risk625.incumbent_trace,5.093170329928398e-11,1e-05
D56_risk625.initial_trace,8.003553375601768e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.5706550483591855e-12,1e-06
D56_risk625.point_initializer,2.3874235921539366e-12,1e-06
D56_risk625.risk_delta,1.9468870959826745e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.1600499167107046e-12,1e-06
D56_risk625.milp_state,8.242295734817162e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,5.995204332975845e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,7.275957614183426e-11,1e-05
D56_risk625.emergency_fee,7.47604644857347e-10,1e-05
D56_risk625.end_energy,1.4006218407303095e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,2.9103830456733704e-11,1e-05
D56_risk625.initial_trace,5.093170329928398e-11,1e-05
D56_risk625.incumbent_trace,7.275957614183426e-12,1e-05
D56_risk625.initial_trace,7.275957614183426e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.480149750132114e-12,1e-06
D56_risk625.point_initializer,1.1368683772161603e-12,1e-06
D56_risk625.risk_delta,1.2931877790833823e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.7053025658242404e-12,1e-06
D56_risk625.milp_state,8.810729923425242e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,2.7755575615628914e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,4.3655745685100555e-11,1e-05
D56_risk625.emergency_fee,9.45078681979794e-10,1e-05
D56_risk625.end_energy,1.2005330063402653e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,4.3655745685100555e-11,1e-05
D56_risk625.initial_trace,7.275957614183426e-12,1e-05
D56_risk625.incumbent_trace,4.3655745685100555e-11,1e-05
D56_risk625.initial_trace,2.1827872842550278e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.366462912410498e-12,1e-06
D56_risk625.point_initializer,1.1368683772161603e-12,1e-06
D56_risk625.risk_delta,8.277822871605167e-13,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.1368683772161603e-12,1e-06
D56_risk625.milp_state,8.526512829121202e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,3.3306690738754696e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,1.0913936421275139e-10,1e-05
D56_risk625.emergency_fee,8.063807399594225e-10,1e-05
D56_risk625.end_energy,1.4483703125733882e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,7.275957614183426e-12,1e-05
D56_risk625.initial_trace,7.275957614183426e-12,1e-05
D56_risk625.incumbent_trace,2.9103830456733704e-11,1e-05
D56_risk625.initial_trace,1.0913936421275139e-10,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.002220859751105e-12,1e-06
D56_risk625.point_initializer,2.8421709430404007e-12,1e-06
D56_risk625.risk_delta,1.4566126083082054e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.6147972675971687e-12,1e-06
D56_risk625.milp_state,8.597567102697212e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,2.9976021664879227e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,2.1827872842550278e-11,1e-05
D56_risk625.emergency_fee,7.614744390593842e-10,1e-05
D56_risk625.end_energy,1.1823431123048067e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,7.275957614183426e-12,1e-05
D56_risk625.initial_trace,0.0,1e-05
D56_risk625.incumbent_trace,2.1827872842550278e-11,1e-05
D56_risk625.initial_trace,7.275957614183426e-12,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.5706550483591855e-12,1e-06
D56_risk625.point_initializer,1.6484591469634324e-12,1e-06
D56_risk625.risk_delta,1.6484591469634324e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.4779288903810084e-12,1e-06
D56_risk625.milp_state,1.8189894035458565e-12,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,1.2773074002185128e-14,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,2.9103830456733704e-11,1e-05
D56_risk625.emergency_fee,2.15550244320184e-10,1e-05
D56_risk625.end_energy,9.458744898438454e-11,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,2.9103830456733704e-11,1e-05
D56_risk625.initial_trace,7.275957614183426e-12,1e-05
D56_risk625.incumbent_trace,1.8189894035458565e-11,1e-05
D56_risk625.initial_trace,2.546585164964199e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.6843418860808015e-12,1e-06
D56_risk625.point_initializer,1.5916157281026244e-12,1e-06
D56_risk625.risk_delta,1.9468870959826745e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.5579538487363607e-12,1e-06
D56_risk625.milp_state,1.1830988199260121e-12,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,2.4132147867811754e-14,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,2.1827872842550278e-11,1e-05
D56_risk625.emergency_fee,1.964508555829525e-10,1e-05
D56_risk625.end_energy,9.117684385273606e-11,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,0.0,1e-05
D56_risk625.initial_trace,0.0,1e-05
D56_risk625.incumbent_trace,2.1827872842550278e-11,1e-05
D56_risk625.initial_trace,7.275957614183426e-12,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.139089236967266e-12,1e-06
D56_risk625.point_initializer,1.8189894035458565e-12,1e-06
D56_risk625.risk_delta,1.6484591469634324e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.9610979506978765e-12,1e-06
D56_risk625.milp_state,9.663381206337363e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,3.552713678800501e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,2.6193447411060333e-10,1e-05
D56_risk625.emergency_fee,1.0468284017406404e-09,1e-05
D56_risk625.end_energy,1.7826096154749393e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,8.003553375601768e-11,1e-05
D56_risk625.initial_trace,5.093170329928398e-11,1e-05
D56_risk625.incumbent_trace,6.548361852765083e-11,1e-05
D56_risk625.initial_trace,2.6193447411060333e-10,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.707523425575346e-12,1e-06
D56_risk625.point_initializer,2.0463630789890885e-12,1e-06
D56_risk625.risk_delta,1.6484591469634324e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.3874235921539366e-12,1e-06
D56_risk625.milp_state,8.526512829121202e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,1.1102230246251565e-16,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,6.548361852765083e-11,1e-05
D56_risk625.emergency_fee,5.833271643496118e-10,1e-05
D56_risk625.end_energy,1.446096575818956e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,1.4551915228366852e-11,1e-05
D56_risk625.initial_trace,6.548361852765083e-11,1e-05
D56_risk625.incumbent_trace,1.4551915228366852e-11,1e-05
D56_risk625.initial_trace,5.093170329928398e-11,1e-05
D56_risk625.candidate_initial,3.637978807091713e-12,1e-06
D56_risk625.scenarios,7.16227077646181e-12,1e-06
D56_risk625.point_initializer,2.0463630789890885e-12,1e-06
D56_risk625.risk_delta,1.6484591469634324e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,3.296918293926865e-12,1e-06
D56_risk625.milp_state,8.881784197001252e-13,1e-06
D56_risk625.milp_continuity,3.637978807091713e-12,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,8.881784197001252e-16,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,4.220055416226387e-10,1e-05
D56_risk625.emergency_fee,1.2792042980436236e-09,1e-05
D56_risk625.end_energy,2.1827872842550278e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,1.0186340659856796e-10,1e-05
D56_risk625.initial_trace,1.1641532182693481e-10,1e-05
D56_risk625.incumbent_trace,1.0913936421275139e-10,1e-05
D56_risk625.initial_trace,4.220055416226387e-10,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.9117155615240335e-12,1e-06
D56_risk625.point_initializer,1.9326762412674725e-12,1e-06
D56_risk625.risk_delta,1.6484591469634324e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.9326762412674725e-12,1e-06
D56_risk625.milp_state,9.094947017729282e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,1.865174681370263e-14,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,5.093170329928398e-11,1e-05
D56_risk625.emergency_fee,4.756657290272415e-10,1e-05
D56_risk625.end_energy,1.7189449863508344e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,5.093170329928398e-11,1e-05
D56_risk625.initial_trace,2.9103830456733704e-11,1e-05
D56_risk625.incumbent_trace,0.0,1e-05
D56_risk625.initial_trace,3.637978807091713e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.252776074688882e-12,1e-06
D56_risk625.point_initializer,2.5011104298755527e-12,1e-06
D56_risk625.risk_delta,1.6484591469634324e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.8421709430404007e-12,1e-06
D56_risk625.milp_state,7.958078640513122e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,0.0,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,1.6007106751203537e-10,1e-05
D56_risk625.emergency_fee,7.569269655505195e-10,1e-05
D56_risk625.end_energy,2.2646418074145913e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,1.4551915228366852e-11,1e-05
D56_risk625.initial_trace,8.003553375601768e-11,1e-05
D56_risk625.incumbent_trace,4.3655745685100555e-11,1e-05
D56_risk625.initial_trace,1.6007106751203537e-10,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.4569682106375694e-12,1e-06
D56_risk625.point_initializer,2.0463630789890885e-12,1e-06
D56_risk625.risk_delta,1.6484591469634324e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.3305801732931286e-12,1e-06
D56_risk625.milp_state,1.501467817386809e-12,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,2.0019570898490787e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,1.8189894035458565e-11,1e-05
D56_risk625.emergency_fee,4.5838532969355583e-10,1e-05
D56_risk625.end_energy,8.412825991399586e-11,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,3.637978807091713e-12,1e-05
D56_risk625.initial_trace,1.0913936421275139e-11,1e-05
D56_risk625.incumbent_trace,1.4551915228366852e-11,1e-05
D56_risk625.initial_trace,1.8189894035458565e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.6843418860808015e-12,1e-06
D56_risk625.point_initializer,1.6484591469634324e-12,1e-06
D56_risk625.risk_delta,1.6484591469634324e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.7053025658242404e-12,1e-06
D56_risk625.milp_state,2.5011104298755527e-12,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,1.8265827770940353e-16,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,2.546585164964199e-11,1e-05
D56_risk625.emergency_fee,3.9199221646413207e-10,1e-05
D56_risk625.end_energy,8.640199666842818e-11,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,1.0913936421275139e-11,1e-05
D56_risk625.initial_trace,1.8189894035458565e-11,1e-05
D56_risk625.incumbent_trace,2.546585164964199e-11,1e-05
D56_risk625.initial_trace,1.8189894035458565e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.139089236967266e-12,1e-06
D56_risk625.point_initializer,1.2505552149377763e-12,1e-06
D56_risk625.risk_delta,1.5063505998114124e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.5916157281026244e-12,1e-06
D56_risk625.milp_state,8.526512829121202e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,1.2434497875801753e-14,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,6.548361852765083e-11,1e-05
D56_risk625.emergency_fee,6.96672941558063e-10,1e-05
D56_risk625.end_energy,1.1459633242338896e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,1.4551915228366852e-11,1e-05
D56_risk625.initial_trace,7.275957614183426e-12,1e-05
D56_risk625.incumbent_trace,5.820766091346741e-11,1e-05
D56_risk625.initial_trace,6.548361852765083e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.7980287238024175e-12,1e-06
D56_risk625.point_initializer,3.410605131648481e-12,1e-06
D56_risk625.risk_delta,1.5063505998114124e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.9558577807620168e-12,1e-06
D56_risk625.milp_state,9.094947017729282e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,0.0,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,3.7834979593753815e-10,1e-05
D56_risk625.emergency_fee,1.2917098501930013e-09,1e-05
D56_risk625.end_energy,2.7466739993542433e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,1.0186340659856796e-10,1e-05
D56_risk625.initial_trace,5.820766091346741e-11,1e-05
D56_risk625.incumbent_trace,1.0913936421275139e-10,1e-05
D56_risk625.initial_trace,3.710738383233547e-10,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.139089236967266e-12,1e-06
D56_risk625.point_initializer,1.4779288903810084e-12,1e-06
D56_risk625.risk_delta,1.2860823517257813e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.0463630789890885e-12,1e-06
D56_risk625.milp_state,9.094947017729282e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,1.6431300764452317e-14,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,4.3655745685100555e-11,1e-05
D56_risk625.emergency_fee,5.256879376247525e-10,1e-05
D56_risk625.end_energy,1.6052581486292183e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,4.3655745685100555e-11,1e-05
D56_risk625.initial_trace,2.9103830456733704e-11,1e-05
D56_risk625.incumbent_trace,2.1827872842550278e-11,1e-05
D56_risk625.initial_trace,4.3655745685100555e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.0254023992456496e-12,1e-06
D56_risk625.point_initializer,1.1368683772161603e-12,1e-06
D56_risk625.risk_delta,1.6839862837514374e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.4779288903810084e-12,1e-06
D56_risk625.milp_state,9.094947017729282e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,8.43769498715119e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,3.637978807091713e-11,1e-05
D56_risk625.emergency_fee,7.262315193656832e-10,1e-05
D56_risk625.end_energy,1.4279066817834973e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,0.0,1e-05
D56_risk625.initial_trace,7.275957614183426e-12,1e-05
D56_risk625.incumbent_trace,3.637978807091713e-11,1e-05
D56_risk625.initial_trace,2.1827872842550278e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.59383658785373e-12,1e-06
D56_risk625.point_initializer,2.1600499167107046e-12,1e-06
D56_risk625.risk_delta,1.6839862837514374e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.3732127374387346e-12,1e-06
D56_risk625.milp_state,9.094947017729282e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,2.1094237467877974e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,5.820766091346741e-11,1e-05
D56_risk625.emergency_fee,6.384652806445956e-10,1e-05
D56_risk625.end_energy,1.482476363889873e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,7.275957614183426e-12,1e-05
D56_risk625.initial_trace,2.1827872842550278e-11,1e-05
D56_risk625.incumbent_trace,3.637978807091713e-11,1e-05
D56_risk625.initial_trace,5.820766091346741e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.650680006714538e-12,1e-06
D56_risk625.point_initializer,5.059064278611913e-12,1e-06
D56_risk625.risk_delta,1.5063505998114124e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,5.4569682106375694e-12,1e-06
D56_risk625.milp_state,9.094947017729282e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,0.0,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,9.822542779147625e-11,1e-05
D56_risk625.emergency_fee,7.321432349272072e-10,1e-05
D56_risk625.end_energy,1.9826984498649836e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,6.912159733474255e-11,1e-05
D56_risk625.initial_trace,9.822542779147625e-11,1e-05
D56_risk625.incumbent_trace,6.912159733474255e-11,1e-05
D56_risk625.initial_trace,1.0913936421275139e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.4001247917767614e-12,1e-06
D56_risk625.point_initializer,1.9326762412674725e-12,1e-06
D56_risk625.risk_delta,2.7995383788947947e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.9326762412674725e-12,1e-06
D56_risk625.milp_state,1.8189894035458565e-12,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,0.0,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,2.9103830456733704e-11,1e-05
D56_risk625.emergency_fee,5.464926289278083e-10,1e-05
D56_risk625.end_energy,1.3096723705530167e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,2.9103830456733704e-11,1e-05
D56_risk625.initial_trace,2.1827872842550278e-11,1e-05
D56_risk625.incumbent_trace,1.4551915228366852e-11,1e-05
D56_risk625.initial_trace,1.0913936421275139e-11,1e-05
D56_risk625.candidate_initial,1.8189894035458565e-12,1e-06
D56_risk625.scenarios,6.0254023992456496e-12,1e-06
D56_risk625.point_initializer,1.5916157281026244e-12,1e-06
D56_risk625.risk_delta,2.7995383788947947e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,2.6147972675971687e-12,1e-06
D56_risk625.milp_state,8.242295734817162e-13,1e-06
D56_risk625.milp_continuity,1.8189894035458565e-12,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,2.1094237467877974e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,8.731149137020111e-11,1e-05
D56_risk625.emergency_fee,5.929905455559492e-10,1e-05
D56_risk625.end_energy,1.6143530956469476e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,7.275957614183426e-12,1e-05
D56_risk625.initial_trace,2.1827872842550278e-11,1e-05
D56_risk625.incumbent_trace,3.637978807091713e-11,1e-05
D56_risk625.initial_trace,8.731149137020111e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.7980287238024175e-12,1e-06
D56_risk625.point_initializer,1.5916157281026244e-12,1e-06
D56_risk625.risk_delta,1.2931877790833823e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.7053025658242404e-12,1e-06
D56_risk625.milp_state,7.958078640513122e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,5.995204332975845e-15,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,7.275957614183426e-11,1e-05
D56_risk625.emergency_fee,7.007656677160412e-10,1e-05
D56_risk625.end_energy,1.8621904018800706e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,0.0,1e-05
D56_risk625.initial_trace,2.1827872842550278e-11,1e-05
D56_risk625.incumbent_trace,6.548361852765083e-11,1e-05
D56_risk625.initial_trace,7.275957614183426e-11,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,6.59383658785373e-12,1e-06
D56_risk625.point_initializer,1.0231815394945443e-12,1e-06
D56_risk625.risk_delta,1.2505552149377763e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.7337242752546445e-12,1e-06
D56_risk625.milp_state,7.958078640513122e-13,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,0.0,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,1.6007106751203537e-10,1e-05
D56_risk625.emergency_fee,7.712515071034431e-10,1e-05
D56_risk625.end_energy,1.659827830735594e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,3.637978807091713e-11,1e-05
D56_risk625.initial_trace,6.548361852765083e-11,1e-05
D56_risk625.incumbent_trace,3.637978807091713e-11,1e-05
D56_risk625.initial_trace,1.6007106751203537e-10,1e-05
D56_risk625.candidate_initial,0.0,1e-06
D56_risk625.scenarios,5.9117155615240335e-12,1e-06
D56_risk625.point_initializer,1.5916157281026244e-12,1e-06
D56_risk625.risk_delta,1.1084466677857563e-12,1e-06
D56_risk625.milp_q,0.0,1e-06
D56_risk625.milp_balance,1.4779288903810084e-12,1e-06
D56_risk625.milp_state,1.0658141036401503e-12,1e-06
D56_risk625.milp_continuity,0.0,1e-06
D56_risk625.milp_terminal,0.0,1e-06
D56_risk625.milp_integrality,5.5844218138645374e-14,1e-06
D56_risk625.ordinary,0.0,1e-05
D56_risk625.score,1.4551915228366852e-10,1e-05
D56_risk625.emergency_fee,5.675246939063072e-10,1e-05
D56_risk625.end_energy,1.74395609064959e-10,1e-06
D56_risk625.selected_q,0.0,1e-06
D56_risk625.incumbent_trace,0.0,1e-05
D56_risk625.initial_trace,1.4551915228366852e-11,1e-05
D56_risk625.incumbent_trace,2.1827872842550278e-11,1e-05
D56_risk625.initial_trace,1.4551915228366852e-10,1e-05
